PersonLopNr,income,profession,gender,education,city,uni_id,ethnicity,parental_income_percentile7,age,year,cohort
1000258,7857.91,3345,m,337,Stockholm,16,A,48,23,2020,1997
1000259,6064.31,3331,m,337,Vasteras,19,A,82,26,2013,1987
1000260,4712.0,3327,m,441,Karla,2,AS,60,24,2023,1999
1000260,4933.68,3327,m,441,Karla,2,AS,60,25,2024,1999
1000261,5055.81,3323,m,441,Malmö,19,W,2,29,2025,1996
1000262,8664.61,3334,m,640,Stockholm,22,NW,72,54,2001,1947
1000262,9020.24,3334,m,640,Stockholm,22,NW,72,55,2002,1947
1000262,9390.47,3334,m,640,Stockholm,22,NW,72,56,2003,1947
1000262,9775.9,3334,m,640,Stockholm,22,NW,72,57,2004,1947
1000263,4228.87,3316,m,337,Vasteras,14,W,6,34,1984,1950
1000263,4376.03,3316,m,337,Vasteras,14,W,6,35,1985,1950
1000263,4528.31,3316,m,337,Vasteras,14,W,6,36,1986,1950
1000264,5119.79,3338,f,640,Stockholm,16,W,100,34,2002,1968
1000264,5369.63,3338,f,640,Stockholm,16,W,100,35,2003,1968
1000264,5631.66,3338,f,640,Stockholm,16,W,100,36,2004,1968
1000264,5906.48,3338,f,640,Stockholm,16,W,100,37,2005,1968
1000264,6194.71,3338,f,640,Stockholm,16,W,100,38,2006,1968
1000265,5305.46,3359,f,441,Norrkoping,20,A,10,38,1995,1957
1000266,8049.31,3334,m,640,Stockholm,11,NW,94,43,1986,1943
1000267,16968.36,3318,m,640,Uppsala,3,W,13,31,2007,1976
1000267,17525.03,3318,m,640,Uppsala,3,W,13,32,2008,1976
1000267,18099.95,3318,m,640,Uppsala,3,W,13,33,2009,1976
1000267,18693.74,3318,m,640,Uppsala,3,W,13,34,2010,1976
1000268,1334.09,3315,f,337,Stockholm,20,W,70,58,2000,1942
1000268,1348.16,3315,f,337,Stockholm,20,W,70,59,2001,1942
1000268,1362.38,3315,f,337,Stockholm,20,W,70,60,2002,1942
1000268,1376.76,3315,f,337,Stockholm,20,W,70,61,2003,1942
1000269,9124.82,3346,f,536,Eskilstuna,17,AS,31,30,2023,1993
1000269,9279.22,3346,f,536,Eskilstuna,17,AS,31,31,2024,1993
1000270,13832.6,3320,f,640,Gothenburg,14,NW,8,37,2006,1969
1000270,14244.88,3320,f,640,Gothenburg,14,NW,8,38,2007,1969
1000270,14669.44,3320,f,640,Gothenburg,14,NW,8,39,2008,1969
1000271,2523.77,3350,m,640,Gothenburg,16,NW,92,58,2019,1961
1000271,2596.25,3350,m,640,Gothenburg,16,NW,92,59,2020,1961
1000272,6729.0,3349,m,640,Stockholm,13,A,42,41,2008,1967
1000272,6914.71,3349,m,640,Stockholm,13,A,42,42,2009,1967
1000272,7105.55,3349,m,640,Stockholm,13,A,42,43,2010,1967
1000273,7405.31,3330,m,640,Gothenburg,6,NW,61,45,2000,1955
1000273,7702.86,3330,m,640,Gothenburg,6,NW,61,46,2001,1955
1000273,8012.38,3330,m,640,Gothenburg,6,NW,61,47,2002,1955
1000274,2648.42,3327,f,729,Eskilstuna,27,W,48,45,2003,1958
1000275,4931.51,3359,m,729,Malmö,18,NW,87,21,2009,1988
1000275,5069.2,3359,m,729,Malmö,18,NW,87,22,2010,1988
1000276,2336.99,3341,f,337,Sundbyberg,5,A,86,60,1999,1939
1000276,2384.45,3341,f,337,Sundbyberg,5,A,86,61,2000,1939
1000277,17507.13,3348,m,536,Eskilstuna,16,SE,57,57,2005,1948
1000277,18045.08,3348,m,536,Eskilstuna,16,SE,57,58,2006,1948
1000277,18599.55,3348,m,536,Eskilstuna,16,SE,57,59,2007,1948
1000277,19171.06,3348,m,536,Eskilstuna,16,SE,57,60,2008,1948
1000277,19760.13,3348,m,536,Eskilstuna,16,SE,57,61,2009,1948
1000278,13137.5,3344,f,729,Stockholm,20,W,89,60,1985,1925
1000279,17164.93,3346,m,640,Stockholm,21,AS,5,63,2021,1958
1000279,18021.05,3346,m,640,Stockholm,21,AS,5,64,2022,1958
1000280,11887.87,3324,f,536,Stockholm,17,SE,33,53,2015,1962
1000280,12342.21,3324,f,536,Stockholm,17,SE,33,54,2016,1962
1000280,12813.92,3324,f,536,Stockholm,17,SE,33,55,2017,1962
1000280,13303.65,3324,f,536,Stockholm,17,SE,33,56,2018,1962
1000280,13812.1,3324,f,536,Stockholm,17,SE,33,57,2019,1962
1000281,4265.74,3353,m,536,Malmo,19,A,98,64,2012,1948
1000282,3658.83,3315,f,337,Vasteras,4,W,53,29,2002,1973
1000282,3746.67,3315,f,337,Vasteras,4,W,53,30,2003,1973
1000282,3836.61,3315,f,337,Vasteras,4,W,53,31,2004,1973
1000283,8963.61,3338,m,729,Vasteras,24,A,12,64,2008,1944
1000283,9078.05,3338,m,729,Vasteras,24,A,12,65,2009,1944
1000284,3719.97,3316,m,337,Stockholm,22,W,82,30,1995,1965
1000284,3783.67,3316,m,337,Stockholm,22,W,82,31,1996,1965
1000284,3848.45,3316,m,337,Stockholm,22,W,82,32,1997,1965
1000284,3914.35,3316,m,337,Stockholm,22,W,82,33,1998,1965
1000284,3981.38,3316,m,337,Stockholm,22,W,82,34,1999,1965
1000285,9748.02,3335,m,640,Linkoping,21,A,29,31,1991,1960
1000285,10003.02,3335,m,640,Linkoping,21,A,29,32,1992,1960
1000285,10264.69,3335,m,640,Linkoping,21,A,29,33,1993,1960
1000285,10533.21,3335,m,640,Linkoping,21,A,29,34,1994,1960
1000286,4886.77,3355,m,536,Helsingborg,7,A,0,33,1997,1964
1000287,7124.19,3339,m,729,Stockholm,4,W,25,36,2022,1986
1000287,7349.3,3339,m,729,Stockholm,4,W,25,37,2023,1986
1000287,7581.52,3339,m,729,Stockholm,4,W,25,38,2024,1986
1000287,7821.08,3339,m,729,Stockholm,4,W,25,39,2025,1986
1000288,10504.67,3317,f,729,Malmo,12,A,75,42,2009,1967
1000288,10683.72,3317,f,729,Malmo,12,A,75,43,2010,1967
1000288,10865.82,3317,f,729,Malmo,12,A,75,44,2011,1967
1000288,11051.02,3317,f,729,Malmo,12,A,75,45,2012,1967
1000288,11239.39,3317,f,729,Malmo,12,A,75,46,2013,1967
1000289,6333.36,3317,f,729,Helsingborg,8,NW,40,39,1987,1948
1000289,6493.25,3317,f,729,Helsingborg,8,NW,40,40,1988,1948
1000290,5846.79,3346,m,729,Malmo,13,AS,17,47,1991,1944
1000290,6057.6,3346,m,729,Malmo,13,AS,17,48,1992,1944
1000290,6276.0,3346,m,729,Malmo,13,AS,17,49,1993,1944
1000290,6502.28,3346,m,729,Malmo,13,AS,17,50,1994,1944
1000291,16458.73,3321,m,729,Stockholm,11,W,17,48,2019,1971
1000292,2157.72,3345,f,337,Vasteras,17,NW,49,61,2011,1950
1000292,2239.92,3345,f,337,Vasteras,17,NW,49,62,2012,1950
1000292,2325.25,3345,f,337,Vasteras,17,NW,49,63,2013,1950
1000292,2413.83,3345,f,337,Vasteras,17,NW,49,64,2014,1950
1000293,7908.75,3311,f,536,Vasteras,26,SE,72,34,1998,1964
1000294,8252.18,3339,f,441,Orebro,19,NW,99,51,2015,1964
1000294,8372.94,3339,f,441,Orebro,19,NW,99,52,2016,1964
1000294,8495.48,3339,f,441,Orebro,19,NW,99,53,2017,1964
1000294,8619.8,3339,f,441,Orebro,19,NW,99,54,2018,1964
1000294,8745.95,3339,f,441,Orebro,19,NW,99,55,2019,1964
1000295,6533.03,3358,m,640,Eskilstuna,2,W,69,48,2014,1966
1000295,6865.17,3358,m,640,Eskilstuna,2,W,69,49,2015,1966
1000296,8980.26,3326,m,441,Gothenburg,12,SE,57,25,2008,1983
1000297,3308.65,3332,m,441,Huddinge,28,AS,88,65,2019,1954
1000298,15551.88,3313,m,729,Stockholm,19,NW,26,42,2014,1972
1000298,16087.71,3313,m,729,Stockholm,19,NW,26,43,2015,1972
1000298,16642.01,3313,m,729,Stockholm,19,NW,26,44,2016,1972
1000299,7096.43,3346,m,640,Malmö,9,W,37,52,2023,1971
1000300,5443.69,3318,m,536,Alingsås,23,W,83,28,1995,1967
1000300,5657.11,3318,m,536,Alingsås,23,W,83,29,1996,1967
1000301,13219.89,3327,m,536,Vasteras,21,AS,80,46,2004,1958
1000301,13393.15,3327,m,536,Vasteras,21,AS,80,47,2005,1958
1000301,13568.68,3327,m,536,Vasteras,21,AS,80,48,2006,1958
1000301,13746.51,3327,m,536,Vasteras,21,AS,80,49,2007,1958
1000302,4683.18,3333,m,536,Orebro,15,W,88,51,2000,1949
1000302,4730.71,3333,m,536,Orebro,15,W,88,52,2001,1949
1000302,4778.73,3333,m,536,Orebro,15,W,88,53,2002,1949
1000302,4827.24,3333,m,536,Orebro,15,W,88,54,2003,1949
1000302,4876.23,3333,m,536,Orebro,15,W,88,55,2004,1949
1000303,3078.95,3344,m,536,Jönköping,13,W,8,33,2007,1974
1000303,3172.05,3344,m,536,Jönköping,13,W,8,34,2008,1974
1000304,2211.98,3346,f,640,Gothenburg,28,AS,16,51,2001,1950
1000305,9530.38,3317,m,337,Jönköping,30,A,2,30,2008,1978
1000305,9626.42,3317,m,337,Jönköping,30,A,2,31,2009,1978
1000305,9723.43,3317,m,337,Jönköping,30,A,2,32,2010,1978
1000305,9821.42,3317,m,337,Jönköping,30,A,2,33,2011,1978
1000306,2473.91,3329,f,441,Malmö,6,NW,83,37,1985,1948
1000306,2523.92,3329,f,441,Malmö,6,NW,83,38,1986,1948
1000306,2574.95,3329,f,441,Malmö,6,NW,83,39,1987,1948
1000307,20813.14,3354,f,441,Stockholm,25,W,92,34,2007,1973
1000308,2038.09,3347,m,337,Stockholm,8,SE,16,53,2023,1970
1000308,2059.34,3347,m,337,Stockholm,8,SE,16,54,2024,1970
1000309,14250.17,3318,f,337,Malmö,16,A,88,24,1994,1970
1000309,14444.91,3318,f,337,Malmö,16,A,88,25,1995,1970
1000309,14642.31,3318,f,337,Malmö,16,A,88,26,1996,1970
1000309,14842.41,3318,f,337,Malmö,16,A,88,27,1997,1970
1000310,7401.2,3334,m,337,Gothenburg,25,W,17,28,2021,1993
1000310,7496.07,3334,m,337,Gothenburg,25,W,17,29,2022,1993
1000311,7454.61,3356,m,729,Jönköping,7,A,44,60,1989,1929
1000311,7717.38,3356,m,729,Jönköping,7,A,44,61,1990,1929
1000311,7989.42,3356,m,729,Jönköping,7,A,44,62,1991,1929
1000311,8271.05,3356,m,729,Jönköping,7,A,44,63,1992,1929
1000312,4218.52,3358,f,441,Stockholm,4,SE,17,57,2004,1947
1000312,4428.3,3358,f,441,Stockholm,4,SE,17,58,2005,1947
1000312,4648.5,3358,f,441,Stockholm,4,SE,17,59,2006,1947
1000313,7656.89,3345,f,441,Gothenburg,20,SE,31,58,2018,1960
1000313,7978.61,3345,f,441,Gothenburg,20,SE,31,59,2019,1960
1000313,8313.85,3345,f,441,Gothenburg,20,SE,31,60,2020,1960
1000314,9610.07,3322,m,640,Stockholm,24,AS,65,45,1998,1953
1000315,16016.28,3350,m,536,Malmo,20,NW,63,24,2013,1989
1000316,7605.21,3333,f,640,Stockholm,18,AS,53,63,1991,1928
1000316,7980.58,3333,f,640,Stockholm,18,AS,53,64,1992,1928
1000317,6174.52,3323,m,337,Helsingborg,2,SE,33,23,2005,1982
1000317,6308.45,3323,m,337,Helsingborg,2,SE,33,24,2006,1982
1000317,6445.29,3323,m,337,Helsingborg,2,SE,33,25,2007,1982
1000317,6585.1,3323,m,337,Helsingborg,2,SE,33,26,2008,1982
1000317,6727.94,3323,m,337,Helsingborg,2,SE,33,27,2009,1982
1000318,4705.47,3344,f,536,Lund,18,SE,81,59,1989,1930
1000318,4768.68,3344,f,536,Lund,18,SE,81,60,1990,1930
1000318,4832.73,3344,f,536,Lund,18,SE,81,61,1991,1930
1000319,6500.98,3330,m,729,Alingsås,13,NW,68,57,2020,1963
1000320,6673.35,3325,f,536,Umeå,3,NW,7,47,1987,1940
1000320,6907.54,3325,f,536,Umeå,3,NW,7,48,1988,1940
1000320,7149.95,3325,f,536,Umeå,3,NW,7,49,1989,1940
1000320,7400.87,3325,f,536,Umeå,3,NW,7,50,1990,1940
1000321,2360.84,3310,m,640,Norrkoping,23,NW,15,28,2024,1996
1000322,3695.68,3356,m,536,Malmö,9,AS,66,30,2003,1973
1000322,3846.47,3356,m,536,Malmö,9,AS,66,31,2004,1973
1000323,8105.34,3337,f,337,Eskilstuna,9,SE,42,53,1984,1931
1000323,8423.42,3337,f,337,Eskilstuna,9,SE,42,54,1985,1931
1000323,8753.99,3337,f,337,Eskilstuna,9,SE,42,55,1986,1931
1000324,7524.21,3341,m,536,Uppsala,28,W,7,56,1990,1934
1000324,7647.8,3341,m,536,Uppsala,28,W,7,57,1991,1934
1000324,7773.43,3341,m,536,Uppsala,28,W,7,58,1992,1934
1000325,6671.5,3357,m,729,Norrkoping,17,SE,29,20,1982,1962
1000326,6090.5,3321,m,337,Uppsala,30,A,19,22,2015,1993
1000326,6207.2,3321,m,337,Uppsala,30,A,19,23,2016,1993
1000326,6326.15,3321,m,337,Uppsala,30,A,19,24,2017,1993
1000326,6447.37,3321,m,337,Uppsala,30,A,19,25,2018,1993
1000327,7772.07,3314,m,536,Alingsås,19,W,34,43,1987,1944
1000327,8064.48,3314,m,536,Alingsås,19,W,34,44,1988,1944
1000327,8367.9,3314,m,536,Alingsås,19,W,34,45,1989,1944
1000327,8682.73,3314,m,536,Alingsås,19,W,34,46,1990,1944
1000327,9009.4,3314,m,536,Alingsås,19,W,34,47,1991,1944
1000328,5356.97,3335,m,441,Gothenburg,3,AS,5,49,1998,1949
1000328,5482.11,3335,m,441,Gothenburg,3,AS,5,50,1999,1949
1000328,5610.18,3335,m,441,Gothenburg,3,AS,5,51,2000,1949
1000329,3524.3,3329,f,337,Malmo,24,W,72,59,1995,1936
1000329,3612.55,3329,f,337,Malmo,24,W,72,60,1996,1936
1000329,3703.0,3329,f,337,Malmo,24,W,72,61,1997,1936
1000329,3795.72,3329,f,337,Malmo,24,W,72,62,1998,1936
1000330,6980.86,3325,f,441,Umeå,5,AS,97,20,2006,1986
1000331,4576.72,3310,m,729,Gothenburg,25,SE,42,62,2004,1942
1000331,4641.98,3310,m,729,Gothenburg,25,SE,42,63,2005,1942
1000331,4708.16,3310,m,729,Gothenburg,25,SE,42,64,2006,1942
1000332,7714.6,3355,m,536,Vasteras,9,SE,18,25,1982,1957
1000332,8076.89,3355,m,536,Vasteras,9,SE,18,26,1983,1957
1000333,2329.31,3316,f,640,Uppsala,17,SE,74,28,2020,1992
1000333,2359.77,3316,f,640,Uppsala,17,SE,74,29,2021,1992
1000333,2390.63,3316,f,640,Uppsala,17,SE,74,30,2022,1992
1000333,2421.9,3316,f,640,Uppsala,17,SE,74,31,2023,1992
1000334,10567.61,3328,m,536,Norrkoping,9,NW,30,40,2005,1965
1000334,10810.48,3328,m,536,Norrkoping,9,NW,30,41,2006,1965
1000334,11058.93,3328,m,536,Norrkoping,9,NW,30,42,2007,1965
1000335,7767.86,3359,f,441,Stockholm,25,NW,17,57,1986,1929
1000335,7879.16,3359,f,441,Stockholm,25,NW,17,58,1987,1929
1000336,8892.65,3332,f,536,Gothenburg,25,SE,68,33,2008,1975
1000336,9150.04,3332,f,536,Gothenburg,25,SE,68,34,2009,1975
1000336,9414.89,3332,f,536,Gothenburg,25,SE,68,35,2010,1975
1000337,16518.99,3354,m,337,Stockholm,20,W,90,22,1993,1971
1000337,16784.29,3354,m,337,Stockholm,20,W,90,23,1994,1971
1000337,17053.86,3354,m,337,Stockholm,20,W,90,24,1995,1971
1000338,20903.39,3329,m,640,Malmo,9,SE,86,31,1981,1950
1000338,21847.7,3329,m,640,Malmo,9,SE,86,32,1982,1950
1000338,22834.66,3329,m,640,Malmo,9,SE,86,33,1983,1950
1000338,23866.21,3329,m,640,Malmo,9,SE,86,34,1984,1950
1000339,10980.26,3310,m,337,Uppsala,2,NW,15,34,1988,1954
1000339,11462.1,3310,m,337,Uppsala,2,NW,15,35,1989,1954
1000340,1487.0,3311,f,337,Linkoping,3,W,9,32,2021,1989
1000340,1551.36,3311,f,337,Linkoping,3,W,9,33,2022,1989
1000340,1618.51,3311,f,337,Linkoping,3,W,9,34,2023,1989
1000340,1688.56,3311,f,337,Linkoping,3,W,9,35,2024,1989
1000341,3720.0,3320,m,640,Stockholm,30,A,6,56,2007,1951
1000341,3832.69,3320,m,640,Stockholm,30,A,6,57,2008,1951
1000341,3948.81,3320,m,640,Stockholm,30,A,6,58,2009,1951
1000341,4068.43,3320,m,640,Stockholm,30,A,6,59,2010,1951
1000342,5103.46,3327,f,536,Stockholm,9,NW,23,48,1989,1941
1000343,7431.09,3313,m,640,Vasteras,3,AS,61,37,2004,1967
1000343,7632.71,3313,m,640,Vasteras,3,AS,61,38,2005,1967
1000344,10903.0,3355,m,729,Huddinge,12,A,100,50,2014,1964
1000344,11165.17,3355,m,729,Huddinge,12,A,100,51,2015,1964
1000344,11433.65,3355,m,729,Huddinge,12,A,100,52,2016,1964
1000344,11708.58,3355,m,729,Huddinge,12,A,100,53,2017,1964
1000345,3691.89,3348,f,536,Gothenburg,8,SE,40,21,1997,1976
1000346,6725.38,3320,f,729,Malmo,4,AS,29,35,2022,1987
1000346,6865.78,3320,f,729,Malmo,4,AS,29,36,2023,1987
1000347,3892.08,3321,m,441,Linkoping,6,A,45,35,2017,1982
1000347,4060.04,3321,m,441,Linkoping,6,A,45,36,2018,1982
1000347,4235.25,3321,m,441,Linkoping,6,A,45,37,2019,1982
1000348,5382.58,3346,f,729,Stockholm,5,W,72,56,1992,1936
1000348,5555.85,3346,f,729,Stockholm,5,W,72,57,1993,1936
